OP;descripcionCliente;descripcionProducto;cantidad;fechaEntrega;OT;codmp;codigoProducto;cantOT;fechaEmision;codMaq;subID;camposTexto;saccod1;alto;ventana
FAM 52165;;BOLSA FC VE PASTEL CAJA X 24 PAQ X 25 U 12.5x26x7. (127513);48000.0;2024-11-22;127513;MAQ902;BFCVEP;48000.0;2024-11-22;902;127513;(52165) BFCVEP-BOLSA FC VE PASTEL CAJA X 24 PAQ X 25 U 12.5x26x7. CANT:48000;;125;0
FAM 52165;;BOLSA FC VE PASTEL PAQ X 25 U 12.5X26X7.5 (127512);48000.0;2024-11-22;127512;MAQ401;BFCVEPP;48000.0;2024-11-22;401;127512;(52165) BFCVEPP-BOLSA FC VE PASTEL PAQ X 25 U 12.5X26X7.5 CANT:48000;;125;0
FAM 52165;;PAPEL IMPRESO BFC VERDE PASTEL 125X75X260 (127511);15624.0;2024-11-22;127511;MAQ319;BFCVEPIMP;15624.0;2024-11-22;319;127511;(52165) BFCVEPIMP-PAPEL IMPRESO BFC VERDE PASTEL 125X75X260 CANT:539;;125;0
FAM 52166;;FS*1 BSA.OBRA PRIMERA. 30.0 X 40.0 (127515);75000.0;2024-11-25;127515;MAQ330;2690;75000.0;2024-11-25;330;127515;(52166) 2690-FS*1 BSA.OBRA PRIMERA. 30.0 X 40.0 CANT:75000;;300;0
FAM 52167;;Bolsa FC Rosa caja x24 paq x25u (127518);9600.0;2024-11-25;127518;MAQ902;BFCRS;9600.0;2024-11-25;902;127518;(52167) BFCRS-Bolsa FC Rosa caja x24 paq x25u CANT:9600;;125;0
FAM 52167;;Bolsa FC Rosa paquete x 25u (127517);9600.0;2024-11-25;127517;MAQ401;BFCRSPPP;9600.0;2024-11-25;401;127517;(52167) BFCRSPPP-Bolsa FC Rosa paquete x 25u CANT:9600;;125;0
FAM 52167;;PAPEL IMPRESO BFC ROSA 125X75X260 (127516);3125.0;2024-11-25;127516;MAQ319;BFCRSIMP;3125.0;2024-11-25;319;127516;(52167) BFCRSIMP-PAPEL IMPRESO BFC ROSA 125X75X260 CANT:108;;125;0
FAM 52168;;CJX5 RESMAS DE 500 HOJAS A4 210X297 ROSA (127520);97500.0;2024-11-25;127520;MAQ901;RA4RS5;97500.0;2024-11-25;901;127520;(52168) RA4RS5-CJX5 RESMAS DE 500 HOJAS A4 210X297 ROSA CANT:97500;;210;0
FAM 52168;;RESMA X 500 HOJAS A4 210X297 ROSA (127519);97500.0;2024-11-25;127519;MAQ100;RA4RS;97500.0;2024-11-25;100;127519;(52168) RA4RS-RESMA X 500 HOJAS A4 210X297 ROSA CANT:97500;;210;0
FAM 52169;;10 PQ (2524) BOLSAS X 100 MAN. REC. 16,2X22,9 (127526);125000.0;2024-11-26;127526;MAQ903;6524;125000.0;2024-11-26;903;127526;(52169) 6524-10 PQ (2524) BOLSAS X 100 MAN. REC. 16,2X22,9 CANT:125000;;162;0
FAM 52169;;BOLSA KRAFT 70 GRS 162X229 CONFECCIONADA (127525);125000.0;2024-11-26;127525;MAQ360;6524CF;125000.0;2024-11-26;360;127525;(52169) 6524CF-BOLSA KRAFT 70 GRS 162X229 CONFECCIONADA CANT:125000;;0;0
FAM 52170;;BSA.MAN. 16.2 X 22.9 (127528);60000.0;2024-11-26;127528;MAQ360;2664;60000.0;2024-11-26;360;127528;(52170) 2664-BSA.MAN. 16.2 X 22.9 CANT:60000;;162;0
FAM 52171;;FS*1 BSA.OBRA PRIMERA. 16.2 X 22.9 (127530);62500.0;2024-11-26;127530;MAQ330;2684;62500.0;2024-11-26;330;127530;(52171) 2684-FS*1 BSA.OBRA PRIMERA. 16.2 X 22.9 CANT:62500;;162;0
FAM 52172;;BOBINA IMPRESA BOLSA CHICA BELLARIA 32 CM (127533);28325.0;2024-11-27;127533;MAQ319;99ZBFBECHIIMP;28325.0;2024-11-27;319;127533;(52172) 99ZBFBECHIIMP-BOBINA IMPRESA BOLSA CHICA BELLARIA 32 CM CANT:297;;165;0
FAM 52172;FBE;*4 CJ X 500 BOL. BELLARIA 16.5X4X24.75 CHICA (127534);50000.0;2024-11-27;127534;MAQ396;ZBFBECHIFS;50000.0;2024-11-27;396;127534;(52172) ZBFBECHIFS-*4 CJ X 500 BOL. BELLARIA 16.5X4X24.75 CHICA CANT:50000;;165;247
FAM 52173;;BOBINA IMPRESA BOLSA GRANDE BELLARIA 55 CM (127535);4249.0;2024-11-27;127535;MAQ319;99ZBFBEGRAIMP;4249.0;2024-11-27;319;127535;(52173) 99ZBFBEGRAIMP-BOBINA IMPRESA BOLSA GRANDE BELLARIA 55 CM CANT:183;;240;0
FAM 52173;FBE;*4 CJ X 150 BOLSAS BELLARIA GRANDE 80 GR (127536);7500.0;2024-11-27;127536;MAQ396;ZBFBEGR80FS;7500.0;2024-11-27;396;127536;(52173) ZBFBEGR80FS-*4 CJ X 150 BOLSAS BELLARIA GRANDE 80 GR CANT:7500;;240;515
FAM 52174;;BOBINA IMPRESA BOLSA MEDIANA BELLARIA 55 CM (127537);3548.0;2024-11-27;127537;MAQ319;99ZBFBEMEDIMP;3548.0;2024-11-27;319;127537;(52174) 99ZBFBEMEDIMP-BOBINA IMPRESA BOLSA MEDIANA BELLARIA 55 CM CANT:520;;240;0
FAM 52174;FBE;*4 CJ X 150 BOLSAS BELLARIA  MEDIANA 80 GR (127538);7500.0;2024-11-27;127538;MAQ396;ZBFBEMD80FS;7500.0;2024-11-27;396;127538;(52174) ZBFBEMD80FS-*4 CJ X 150 BOLSAS BELLARIA  MEDIANA 80 GR CANT:7500;;240;430
FAM 52176;;BOLSA FC  FUCSIA CAJA X 24 PAQ X 25U  12,5X26X7,5 (127544);24000.0;2024-11-28;127544;MAQ902;BFCFU;24000.0;2024-11-28;902;127544;(52176) BFCFU-BOLSA FC  FUCSIA CAJA X 24 PAQ X 25U  12,5X26X7,5 CANT:24000;;125;0
FAM 52176;;BOLSA FC FUSCIA PAQ X 25 U 12.5X26X7.5 (127543);24000.0;2024-11-28;127543;MAQ401;BFCFUP;24000.0;2024-11-28;401;127543;(52176) BFCFUP-BOLSA FC FUSCIA PAQ X 25 U 12.5X26X7.5 CANT:24000;;125;0
FAM 52176;;PAPEL IMPRESO BOLSA FONDO CUAD FUCSIA 125X75X260 (127542);7812.0;2024-11-28;127542;MAQ319;BFCFUIMP;7812.0;2024-11-28;319;127542;(52176) BFCFUIMP-PAPEL IMPRESO BOLSA FONDO CUAD FUCSIA 125X75X260 CANT:270;;125;0
FAM 52177;;10 PQ (2630) BOLSAS X100 MANILA 30,0X40,0 CM (127552);110000.0;2024-11-29;127552;MAQ903;6630;110000.0;2024-11-29;903;127552;(52177) 6630-10 PQ (2630) BOLSAS X100 MANILA 30,0X40,0 CM CANT:110000;;300;0
FAM 52177;;BOLSA MANILA 70 GRS 300X400 CONFECCIONADA (127550);110000.0;2024-11-29;127550;MAQ310;6630CF;110000.0;2024-11-29;310;127550;(52177) 6630CF-BOLSA MANILA 70 GRS 300X400 CONFECCIONADA CANT:110000;;0;0
FAM 52178;;10 PQ (2530) BOLSAS X 100 MAN. REC. 30,0X40,0 (127556);90000.0;2024-11-29;127556;MAQ903;6530;90000.0;2024-11-29;903;127556;(52178) 6530-10 PQ (2530) BOLSAS X 100 MAN. REC. 30,0X40,0 CANT:90000;;300;0
FAM 52178;;BOLSA KRAFT 300X400 CONFECCIONADA (127555);90000.0;2024-11-29;127555;MAQ310;6530CF;90000.0;2024-11-29;310;127555;(52178) 6530CF-BOLSA KRAFT 300X400 CONFECCIONADA CANT:90000;;0;0
FAM 52179;;BSA.MAN. 30.0 X 40.0 (127559);25000.0;2024-11-29;127559;MAQ310;2670;25000.0;2024-11-29;310;127559;(52179) 2670-BSA.MAN. 30.0 X 40.0 CANT:25000;;300;0
FAM 52180;;10 PQ (2531) BOLSAS X 100 MAN. REC. 37,0X45,0 (127563);70000.0;2024-11-29;127563;MAQ903;6531;70000.0;2024-11-29;903;127563;(52180) 6531-10 PQ (2531) BOLSAS X 100 MAN. REC. 37,0X45,0 CANT:70000;;370;0
FAM 52180;;BOLSA KRAFT 70 GRS 370X450 CONFECCIONADA (127562);70000.0;2024-11-29;127562;MAQ310;6531CF;70000.0;2024-11-29;310;127562;(52180) 6531CF-BOLSA KRAFT 70 GRS 370X450 CONFECCIONADA CANT:70000;;0;0
FAM 52181;;10 PQ (2631) BOLSAS X100 MANILA 37,0X45,0 CM (127569);50000.0;2024-11-29;127569;MAQ903;6631;50000.0;2024-11-29;903;127569;(52181) 6631-10 PQ (2631) BOLSAS X100 MANILA 37,0X45,0 CM CANT:50000;;370;0
FAM 52181;;BOLSA MANILA 370X450 CONFECCIONADA (127567);50000.0;2024-11-29;127567;MAQ310;6631CF;50000.0;2024-11-29;310;127567;(52181) 6631CF-BOLSA MANILA 370X450 CONFECCIONADA CANT:50000;;0;0
FAM 52182;;BSA.MAN. 37.0 X 45.0 (127572);18750.0;2024-11-29;127572;MAQ310;2671;18750.0;2024-11-29;310;127572;(52182) 2671-BSA.MAN. 37.0 X 45.0 CANT:18750;;370;0
FAM 52183;;10 PQ (2624) BOLSAS X100 MANILA 16,2X22,9 CM (127578);150000.0;2024-11-29;127578;MAQ903;6624;150000.0;2024-11-29;903;127578;(52183) 6624-10 PQ (2624) BOLSAS X100 MANILA 16,2X22,9 CM CANT:150000;;162;0
FAM 52183;;BOLSA MANILA 70 GRS 162X229 CONFECCIONADA (127576);150000.0;2024-11-29;127576;MAQ360;6624CF;150000.0;2024-11-29;360;127576;(52183) 6624CF-BOLSA MANILA 70 GRS 162X229 CONFECCIONADA CANT:150000;;162;0
FAM 52184;;10 PQ (2524) BOLSAS X 100 MAN. REC. 16,2X22,9 (127582);125000.0;2024-11-29;127582;MAQ903;6524;125000.0;2024-11-29;903;127582;(52184) 6524-10 PQ (2524) BOLSAS X 100 MAN. REC. 16,2X22,9 CANT:125000;;162;0
FAM 52184;;BOLSA KRAFT 70 GRS 162X229 CONFECCIONADA (127581);125000.0;2024-11-29;127581;MAQ360;6524CF;125000.0;2024-11-29;360;127581;(52184) 6524CF-BOLSA KRAFT 70 GRS 162X229 CONFECCIONADA CANT:125000;;0;0
FAM 52185;;BSA.MAN. 16.2 X 22.9 (127585);37500.0;2024-11-29;127585;MAQ360;2664;37500.0;2024-11-29;360;127585;(52185) 2664-BSA.MAN. 16.2 X 22.9 CANT:37500;;162;0
FAM 52186;;10 PQ (2626) BOLSAS X100 MANILA 20,5X28,0 CM (127591);100000.0;2024-11-29;127591;MAQ903;6626;100000.0;2024-11-29;903;127591;(52186) 6626-10 PQ (2626) BOLSAS X100 MANILA 20,5X28,0 CM CANT:100000;;205;0
FAM 52186;;BOLSA MANILA 205X280 CONFECCIONADA (127589);100000.0;2024-11-29;127589;MAQ330;6626CF;100000.0;2024-11-29;330;127589;(52186) 6626CF-BOLSA MANILA 205X280 CONFECCIONADA CANT:100000;;0;0
FAM 52187;;BSA.MAN. 20.5 X 28.0 (127594);37500.0;2024-11-29;127594;MAQ320;2666;37500.0;2024-11-29;320;127594;(52187) 2666-BSA.MAN. 20.5 X 28.0 CANT:37500;;205;0
FAM 52188;;10 PQ (2526) BOLSAS X 100 MAN. REC. 20,5X28,0 (127598);50000.0;2024-11-29;127598;MAQ903;6526;50000.0;2024-11-29;903;127598;(52188) 6526-10 PQ (2526) BOLSAS X 100 MAN. REC. 20,5X28,0 CANT:50000;;205;0
FAM 52188;;BOLSA KRAFT 70 GRS 205X280 CONFECCIONADA (127597);50000.0;2024-11-29;127597;MAQ330;6526CF;50000.0;2024-11-29;330;127597;(52188) 6526CF-BOLSA KRAFT 70 GRS 205X280 CONFECCIONADA CANT:50000;;0;0
FAM 52189;;Bolsa FC Rojo caja x24 paq x25u (127601);18600.0;2024-11-29;127601;MAQ902;BFCRO;18600.0;2024-11-29;902;127601;(52189) BFCRO-Bolsa FC Rojo caja x24 paq x25u CANT:18600;;125;0
FAM 52189;;Bolsa FC Rojo paquete x25u (127600);18600.0;2024-11-29;127600;MAQ401;BFCROP;18600.0;2024-11-29;401;127600;(52189) BFCROP-Bolsa FC Rojo paquete x25u CANT:18600;;125;0
FAM 52189;;PAPEL IMPRESO BFC ROJO 125X75X260 (127599);6054.0;2024-11-29;127599;MAQ319;BFCROIMP;6054.0;2024-11-29;319;127599;(52189) BFCROIMP-PAPEL IMPRESO BFC ROJO 125X75X260 CANT:209;;125;0
FAM 52190;;PAPEL IMPRESO BFC VIOLETA 125X75X260 (127602);0.0;2024-12-02;127602;MAQ319;BFCVIOIMP;0.0;2024-12-02;319;127602;(52190) BFCVIOIMP-PAPEL IMPRESO BFC VIOLETA 125X75X260 CANT:202;;125;0
FAM 52191;;BOLSA FUELLE 15X5,5X22,75. 10 PAQX100 (127605);700000.0;2024-12-02;127605;MAQ396;BFK4A;700000.0;2024-12-02;396;127605;(52191) BFK4A-BOLSA FUELLE 15X5,5X22,75. 10 PAQX100 CANT:700000;;150;0
FAM 52192;;BOLSA FC CE PASTEL CAJA X 24 PAQ X 25 U 12.5X26X7. (127608);17400.0;2024-12-02;127608;MAQ902;BFCCEP;17400.0;2024-12-02;902;127608;(52192) BFCCEP-BOLSA FC CE PASTEL CAJA X 24 PAQ X 25 U 12.5X26X7. CANT:17400;;125;0
FAM 52192;;BOLSA FC CE PASTEL PAQ X 25 U 12.5x26x7.5 (127607);17400.0;2024-12-02;127607;MAQ401;BFCCEPP;17400.0;2024-12-02;401;127607;(52192) BFCCEPP-BOLSA FC CE PASTEL PAQ X 25 U 12.5x26x7.5 CANT:17400;;125;0
FAM 52192;;PAPEL IMPRESO BFC CELESTE PASTEL 125X75X260 (127606);5664.0;2024-12-02;127606;MAQ319;BFCCEPIMP;5664.0;2024-12-02;319;127606;(52192) BFCCEPIMP-PAPEL IMPRESO BFC CELESTE PASTEL 125X75X260 CANT:195;;125;0
FAM 52193;CFB;CAMIBIO DE FORMATO BOLSAS MAQ 249 (127609);1.0;2024-12-03;127609;MAQ249;ZVCFB249;1.0;2024-12-03;249;127609;(52193) ZVCFB249-CAMIBIO DE FORMATO BOLSAS MAQ 249 CANT:1;;0;0
FAM 52194;;FS*1 10 PQ (2679) BOLSAS X100 OBRA PRIMERA 27,0X37 (127614);90000.0;2024-12-03;127614;MAQ903;6679;90000.0;2024-12-03;903;127614;(52194) 6679-FS*1 10 PQ (2679) BOLSAS X100 OBRA PRIMERA 27,0X37 CANT:90000;;270;0
FAM 52194;;FS*1 BGOLSA OFFSET PRECISION 80 GRS 270X370CM CONF (127612);90000.0;2024-12-03;127612;MAQ249;6679CF;90000.0;2024-12-03;249;127612;(52194) 6679CF-FS*1 BGOLSA OFFSET PRECISION 80 GRS 270X370CM CONF CANT:90000;;0;0
FAM 52195;;FS*1 BSA.OBRA PRIMERA. 27.0 X 37.0 (127615);175000.0;2024-12-03;127615;MAQ249;2689;175000.0;2024-12-03;249;127615;(52195) 2689-FS*1 BSA.OBRA PRIMERA. 27.0 X 37.0 CANT:175000;;270;0
FAM 52196;;BOLSA MANILA 70 GRS 270X370 CONFECCIONADA (127616);25000.0;2024-12-03;127616;MAQ249;2729CF;25000.0;2024-12-03;249;127616;(52196) 2729CF-BOLSA MANILA 70 GRS 270X370 CONFECCIONADA CANT:25000;;270;0
FAM 52197;;BSA.MAN. 27,0 X 37,0 CAJA X 250 U (127618);125000.0;2024-12-03;127618;MAQ249;2669;125000.0;2024-12-03;249;127618;(52197) 2669- BSA.MAN. 27,0 X 37,0 CAJA X 250 U CANT:125000;;270;0
FAM 52198;;10 PQ (2529) BOLSAS X 100 MAN. REC. 27,0X37,0 (127620);175000.0;2024-12-03;127620;MAQ903;6529;175000.0;2024-12-03;903;127620;(52198) 6529-10 PQ (2529) BOLSAS X 100 MAN. REC. 27,0X37,0 CANT:175000;;270;0
FAM 52198;;BOLSA KRAFT 70 GRS 270X370CM CONFECCIONADA (127619);175000.0;2024-12-03;127619;MAQ249;6529CF;175000.0;2024-12-03;249;127619;(52198) 6529CF-BOLSA KRAFT 70 GRS 270X370CM CONFECCIONADA CANT:175000;;0;0
FAM 52199;;10 PQ (2629) BOLSAS X100 MANILA 27,0X37,0 CM (127624);100000.0;2024-12-03;127624;MAQ903;6629;100000.0;2024-12-03;903;127624;(52199) 6629-10 PQ (2629) BOLSAS X100 MANILA 27,0X37,0 CM CANT:100000;;270;0
FAM 52199;;BOLSA MANILA 70 GRS 270X370 CONFECCIONADA (127622);100000.0;2024-12-03;127622;MAQ249;6629CF;100000.0;2024-12-03;249;127622;(52199) 6629CF-BOLSA MANILA 70 GRS 270X370 CONFECCIONADA CANT:100000;;270;0
FAM 52200;;BOLSA TURBO IMPRESA (127625);4198.0;2024-12-03;127625;MAQ319;99RTURBOIMP;4198.0;2024-12-03;319;127625;(52200) 99RTURBOIMP-BOLSA TURBO IMPRESA CANT:280;;0;0
FAM 52200;FCR;CJ X 300 BOLSAS 33X15X48 TURBO (127626);6600.0;2024-12-03;127626;MAQ402;ZBFCRTURBO;6600.0;2024-12-03;402;127626;(52200) ZBFCRTURBO-CJ X 300 BOLSAS 33X15X48 TURBO CANT:6600;;330;0
FAM 52201;;MACRO 335 IMPRESO (127630);111300.0;2024-12-03;127630;HE0003A;99MACRO335IMP;111300.0;2024-12-03;HE0003A;127630;(52201) 99MACRO335IMP-MACRO 335 IMPRESO CANT:111300;;0;0
FAM 52201;MAC;*1 CJ X 1000 SOB BCO MACRO NVO 335 (127632);630000.0;2024-12-03;127632;MAQ550;ZSMAC335BFS;630000.0;2024-12-03;550;127632;(52201) ZSMAC335BFS-*1 CJ X 1000 SOB BCO MACRO NVO 335 CANT:630000;;120;40
FAM 52202;;MACRO 790 IMPRESO (127633);12367.0;2024-12-03;127633;HE0003A;99MACRO790IMP;12367.0;2024-12-03;HE0003A;127633;(52202) 99MACRO790IMP-MACRO 790 IMPRESO CANT:12367;;0;0
FAM 52202;MAC;*1 CJ X 1000 SOB. BCO MACRO NVO 790 (127635);70000.0;2024-12-03;127635;MAQ550;ZSMAC790BFS;70000.0;2024-12-03;550;127635;(52202) ZSMAC790BFS-*1 CJ X 1000 SOB. BCO MACRO NVO 790 CANT:70000;;120;40
FAM 52203;;T.NARANJA IMPRESO (127636);135000.0;2024-12-03;127636;HE0003A;99TNUNIFSIMP;135000.0;2024-12-03;HE0003A;127636;(52203) 99TNUNIFSIMP-T.NARANJA IMPRESO CANT:135000;;0;0
FAM 52203;TNU;CJ X 1000 SOBRES NARANJA UNIFICADO NVO DISE-O (127638);1500000.0;2024-12-03;127638;MAQ550;ZSTNUNI2FS;1500000.0;2024-12-03;550;127638;(52203) ZSTNUNI2FS-CJ X 1000 SOBRES NARANJA UNIFICADO NVO DISE-O CANT:1500000;;120;80
FAM 52205;;-AM 5 IMPRESA (127641);9250.0;2024-12-03;127641;MAQ319;99FCSHJD-5;9250.0;2024-12-03;319;127641;(52205) 99FCSHJD-5--AM 5 IMPRESA CANT:264550;;0;0
FAM 52205;FCS;CJ X 500 BOLSAS 20X11X30 -AM (127642);25000.0;2024-12-03;127642;MAQ402;ZBFCSHJD-5;25000.0;2024-12-03;402;127642;(52205) ZBFCSHJD-5-CJ X 500 BOLSAS 20X11X30 -AM CANT:25000;;200;0
FAM 52206;;-AM 8 IMPRESO (127643);11875.0;2024-12-03;127643;MAQ319;99SHJD-8IMP;11875.0;2024-12-03;319;127643;(52206) 99SHJD-8IMP--AM 8 IMPRESO CANT:972;;0;0
FAM 52206;FCS;CJ X 250 BOLSAS 26X17X38 -AM (127644);25000.0;2024-12-03;127644;MAQ402;ZBFCSHJD-8;25000.0;2024-12-03;402;127644;(52206) ZBFCSHJD-8-CJ X 250 BOLSAS 26X17X38 -AM CANT:25000;;260;0
FAM 52207;;-AM 5 IMPRESA (127645);9250.0;2024-12-03;127645;MAQ319;99FCSHJD-5;9250.0;2024-12-03;319;127645;(52207) 99FCSHJD-5--AM 5 IMPRESA CANT:276575;;0;0
FAM 52207;FCS;CJ X 500 BOLSAS 20X11X30 -AM (127646);25000.0;2024-12-03;127646;MAQ402;ZBFCSHJD-5;25000.0;2024-12-03;402;127646;(52207) ZBFCSHJD-5-CJ X 500 BOLSAS 20X11X30 -AM CANT:25000;;200;0
FAM 52208;;-AM 8 IMPRESO (127647);11875.0;2024-12-03;127647;MAQ319;99SHJD-8IMP;11875.0;2024-12-03;319;127647;(52208) 99SHJD-8IMP--AM 8 IMPRESO CANT:972;;0;0
FAM 52208;FCS;CJ X 250 BOLSAS 26X17X38 -AM (127648);25000.0;2024-12-03;127648;MAQ402;ZBFCSHJD-8;25000.0;2024-12-03;402;127648;(52208) ZBFCSHJD-8-CJ X 250 BOLSAS 26X17X38 -AM CANT:25000;;260;0
FAM 52209;;FS*1 OF.INGLES DE BOBINA 90GR OBRA PRIMERA (127649);200000.0;2024-12-04;127649;MAQ600;A1395;200000.0;2024-12-04;600;127649;(52209) A1395-FS*1 OF.INGLES DE BOBINA 90GR OBRA PRIMERA CANT:200000;;120;0
FAM 52210;;FS*1 12 CAJAS DEL A1395 OBRA PRIMERA (127650);504000.0;2024-12-04;127650;MAQ620;A6395;504000.0;2024-12-04;620;127650;(52210) A6395-FS*1 12 CAJAS DEL A1395 OBRA PRIMERA CANT:504000;;120;0
FAM 52211;;FS*1 OF.ING.DE BOB. OBRA 1¦ CAJAS X 500 U (127651);300000.0;2024-12-04;127651;MAQ600;1385;300000.0;2024-12-04;600;127651;(52211) 1385-FS*1 OF.ING.DE BOB. OBRA 1¦ CAJAS X 500 U CANT:300000;;120;0
FAM 52212;;FS*1 OF. INGLES DE BOBINA OBRA PRIMERA (127652);250000.0;2024-12-04;127652;MAQ620;A1386;250000.0;2024-12-04;620;127652;(52212) A1386-FS*1 OF. INGLES DE BOBINA OBRA PRIMERA CANT:250000;;120;40
FAM 52213;RIC;*1 CJ X 1250 SOBRE RICOH NVO TELECOM (127653);80000.0;2024-12-04;127653;MAQ600;ZSRICTECOFS;80000.0;2024-12-04;600;127653;(52213) ZSRICTECOFS-*1 CJ X 1250 SOBRE RICOH NVO TELECOM CANT:80000;;120;40
FAM 52214;RIC;*1 CJ X 1250 SOBRES RICOH FLOW (127654);1200000.0;2024-12-04;127654;MAQ600;ZSRICFLWFS;1200000.0;2024-12-04;600;127654;(52214) ZSRICFLWFS-*1 CJ X 1250 SOBRES RICOH FLOW CANT:1200000;;120;40
FAM 52215;;ATOMIC IMPRESA (127655);58050.0;2024-12-04;127655;MAQ319;99FCATOMICIMP;58050.0;2024-12-04;319;127655;(52215) 99FCATOMICIMP-ATOMIC IMPRESA CANT:3715;;0;0
FAM 52215;FCA;CJ X 500 BOLSAS 26X12X32.5 ATOMIC (127656);125000.0;2024-12-04;127656;MAQ402;ZBFCATOMIC;125000.0;2024-12-04;402;127656;(52215) ZBFCATOMIC-CJ X 500 BOLSAS 26X12X32.5 ATOMIC CANT:125000;;260;0
FAM 52216;;PAPEL IMPRESO TODO ENVASE EL MUNDO HAMBUR 20X11X30 (127657);4255.0;2024-12-04;127657;MAQ319;99BFCTEEMHAM;4255.0;2024-12-04;319;127657;(52216) 99BFCTEEMHAM-PAPEL IMPRESO TODO ENVASE EL MUNDO HAMBUR 20X11X30 CANT:222;;200;0
FAM 52216;FCT;CJX200 EL MUNDO HAMBUR TODO ENVASE 20X11X30 BFC (127658);10000.0;2024-12-04;127658;MAQ401;ZBFCTEEMHAM;10000.0;2024-12-04;401;127658;(52216) ZBFCTEEMHAM-CJX200 EL MUNDO HAMBUR TODO ENVASE 20X11X30 BFC CANT:10000;;200;0
FAM 52220;;BOLSAS FUND VISION FUTURO OFA22 75 GR IMPRESAS (127668);2000.0;2024-12-04;127668;HE0003A;99BFVFOFA75;2000.0;2024-12-04;HE0003A;127668;(52220) 99BFVFOFA75-BOLSAS FUND VISION FUTURO OFA22 75 GR IMPRESAS CANT:2000;;105;0
FAM 52220;FVF;CJ X 250 BOLSAS FUND.V.F. OFA 75 GR (127670);12500.0;2024-12-04;127670;MAQ320;ZBFVFOFA75;12500.0;2024-12-04;320;127670;(52220) ZBFVFOFA75-CJ X 250 BOLSAS FUND.V.F. OFA 75 GR CANT:12500;;105;0
FAM 52224;;BSA.MAN. 12.5 X 19.0 CAJA X 250 U (127682);75000.0;2024-12-05;127682;MAQ360;2661;75000.0;2024-12-05;360;127682;(52224) 2661-BSA.MAN. 12.5 X 19.0 CAJA X 250 U CANT:75000;;125;0
FAM 52225;;10 PQ (2521) BOLSAS X 100 MAN. REC. 12,5X19,0 (127686);175000.0;2024-12-05;127686;MAQ903;6521;175000.0;2024-12-05;903;127686;(52225) 6521-10 PQ (2521) BOLSAS X 100 MAN. REC. 12,5X19,0 CANT:175000;;125;0
FAM 52225;;BOLSA KRAFT 70 GRS 125X190 CONFECCIONADA (127685);175000.0;2024-12-05;127685;MAQ360;6521CF;175000.0;2024-12-05;360;127685;(52225) 6521CF-BOLSA KRAFT 70 GRS 125X190 CONFECCIONADA CANT:175000;;0;0
FAM 52226;;10 PQ (2621) BOLSAS X100 MANILA 12,5X19,0 CM (127692);125000.0;2024-12-05;127692;MAQ903;6621;125000.0;2024-12-05;903;127692;(52226) 6621-10 PQ (2621) BOLSAS X100 MANILA 12,5X19,0 CM CANT:125000;;125;0
FAM 52226;;BOLSA MANILA 125X190 CONFECCIONADA (127690);125000.0;2024-12-05;127690;MAQ360;6621CF;125000.0;2024-12-05;360;127690;(52226) 6621CF-BOLSA MANILA 125X190 CONFECCIONADA CANT:125000;;0;0
FAM 52227;;BSA.MAN. 14.0 X 21.0 (127695);50000.0;2024-12-05;127695;MAQ360;2663;50000.0;2024-12-05;360;127695;(52227) 2663-BSA.MAN. 14.0 X 21.0 CANT:50000;;140;0
FAM 52228;;10 PQ (2523) BOLSAS X 100 MAN. REC. 14,0X21,0 (127699);100000.0;2024-12-05;127699;MAQ903;6523;100000.0;2024-12-05;903;127699;(52228) 6523-10 PQ (2523) BOLSAS X 100 MAN. REC. 14,0X21,0 CANT:100000;;140;0
FAM 52228;;BOLSA KRAFT 70 GRS 140X210 CONFECCIONADA (127698);100000.0;2024-12-05;127698;MAQ360;6523CF;100000.0;2024-12-05;360;127698;(52228) 6523CF-BOLSA KRAFT 70 GRS 140X210 CONFECCIONADA CANT:100000;;0;0
FAM 52229;;10 PQ (2623) BOLSAS X100 MANILA 14,0X21,0 CM (127705);100000.0;2024-12-05;127705;MAQ903;6623;100000.0;2024-12-05;903;127705;(52229) 6623-10 PQ (2623) BOLSAS X100 MANILA 14,0X21,0 CM CANT:100000;;140;0
FAM 52229;;BOLSA MANILA 70 GRS 140X210 CONFECCIONADA (127703);100000.0;2024-12-05;127703;MAQ360;6623CF;100000.0;2024-12-05;360;127703;(52229) 6623CF-BOLSA MANILA 70 GRS 140X210 CONFECCIONADA CANT:100000;;0;0
FAM 52230;;BOLSA OFFSET PRECISION 80 GRS 140X210 CONFECCIONAD (127708);50000.0;2024-12-05;127708;MAQ330;6783CF;50000.0;2024-12-05;330;127708;(52230) 6783CF-BOLSA OFFSET PRECISION 80 GRS 140X210 CONFECCIONAD CANT:50000;;0;0
FAM 52230;;FS*1 10 PQ (2783) BOLSAS X100 OBRA PRIMERA 14,0X21 (127710);50000.0;2024-12-05;127710;MAQ903;6783;50000.0;2024-12-05;903;127710;(52230) 6783-FS*1 10 PQ (2783) BOLSAS X100 OBRA PRIMERA 14,0X21 CANT:50000;;140;0
FAM 52231;;10 PQ (2522) BOLSAS X 100 MAN. REC. 13,0X25,5 (127714);100000.0;2024-12-05;127714;MAQ903;6522;100000.0;2024-12-05;903;127714;(52231) 6522-10 PQ (2522) BOLSAS X 100 MAN. REC. 13,0X25,5 CANT:100000;;130;0
